iter	Logloss
723	0.2832230839
724	0.2832121934
725	0.2832012447
726	0.283141648
727	0.283130311
728	0.283110549
729	0.2829887154
730	0.2829738065
731	0.2829587423
732	0.2829454252
733	0.282918597
734	0.2828941371
735	0.2827420586
736	0.2827287804
737	0.2827175987
738	0.2826584679
739	0.2826274854
740	0.2826137412
741	0.2825514656
742	0.2825298399
743	0.2824862392
744	0.2824726503
745	0.2824518012
746	0.2823152917
747	0.2822615769
748	0.2822464157
749	0.2821186807
750	0.2821050142
751	0.2820150173
752	0.2819718825
753	0.2819568571
754	0.2819436953
755	0.2818534655
756	0.2818080788
757	0.281740387
758	0.2817274388
759	0.2816164762
760	0.2815687989
761	0.2815618686
762	0.2815490756
763	0.2815354092
764	0.2814671932
765	0.2813589873
766	0.2813026907
767	0.2811584355
768	0.2810426781
769	0.2810324865
770	0.2809727538
771	0.2809333268
772	0.2809095075
773	0.2807951284
774	0.2807568079
775	0.280612611
776	0.2804818282
777	0.2804285405
778	0.2803829597
779	0.280326469
780	0.2802418688
781	0.2802024806
782	0.2801675961
783	0.2801119596
784	0.2800777545
785	0.2799669667
786	0.2799546785
787	0.27990704
788	0.2798949265
789	0.2798434054
790	0.2797923308
791	0.2797383831
792	0.2796380587
793	0.2796305266
794	0.2795601365
795	0.2795167687
796	0.2794822919
797	0.2794713626
798	0.2794607439
799	0.2794346921
800	0.2794209868
801	0.2794125424
802	0.2793988953
803	0.2793473354
804	0.2793099078
805	0.2792038761
806	0.2791022317
807	0.2790521083
808	0.2790384224
809	0.2789940646
810	0.2789825917
811	0.2789711577
812	0.2789373021
813	0.2789261204
814	0.2788254854
815	0.2787922898
816	0.278737818
817	0.2787264034
818	0.2786029585
819	0.2785061866
820	0.2784958009
821	0.2784361459
822	0.2784028339
823	0.2783623391
824	0.278317826
825	0.2782618594
826	0.2782488336
827	0.2781599044
828	0.2780741006
829	0.2780643555
830	0.2780086024
831	0.2779991679
832	0.2779621674
833	0.2779090157
834	0.2778995423
835	0.2778674727
836	0.2778047311
837	0.2777919188
838	0.2777532294
839	0.2777406307
840	0.2777006989
841	0.2776905073
842	0.2776339777
843	0.2776246791
844	0.2775799718
845	0.2775120277
846	0.2774450736
847	0.2774257192
848	0.2773107771
849	0.2772738543
850	0.2771613193
851	0.2771494776
852	0.2771395384
853	0.2770761756
854	0.2769901389
855	0.276978103
856	0.2769676979
857	0.2769586904
858	0.2769265819
859	0.2768302565
860	0.2767794925
861	0.2766748003
862	0.2766008188
863	0.2764917005
864	0.2764703854
865	0.2764160495
866	0.2764040719
867	0.2763932397
868	0.2763355454
869	0.2762918864
870	0.2762819277
871	0.2762567496
872	0.2762183514
873	0.2762098293
874	0.2761996182
875	0.2761902614
876	0.2761113685
877	0.2760778041
878	0.2760284378
879	0.2759929127
880	0.275982857
881	0.2759680063
882	0.2759086231
883	0.2758953643
884	0.2758887058
885	0.2758795818
886	0.2757646009
887	0.275755574
888	0.2757187871
889	0.2757080131
890	0.2756969867
891	0.2756599863
892	0.2756482222
893	0.2756394866
894	0.2756286932
895	0.275616735
896	0.2756090088
897	0.2755992054
898	0.2754951732
899	0.2754905918
900	0.2754337516
901	0.2754229194
902	0.2752889529
903	0.2752524766
904	0.2751284882
905	0.2751154624
906	0.2751033683
907	0.2750888477
908	0.2750770448
909	0.275037346
910	0.2750328229
911	0.2750119155
912	0.2749735561
913	0.2749616756
914	0.2749485527
915	0.2749412147
916	0.2748636613
917	0.2747864961
918	0.2746978581
919	0.2746534227
920	0.2746077448
921	0.2745330644
922	0.274485057
923	0.2744753313
924	0.2744664015
925	0.2743934877
926	0.2743836455
927	0.2743760746
928	0.2743663683
929	0.2743182638
930	0.2743051021
931	0.274291785
932	0.2742546487
933	0.2742100579
934	0.2742016328
935	0.2741437832
936	0.2740572418
937	0.2740366256
938	0.2740135828
939	0.2740048665
940	0.2739955096
941	0.2738873813
942	0.2738782768
943	0.2738652121
944	0.2738275322
945	0.2738221355
946	0.2738122157
947	0.2738024706
948	0.2737920654
949	0.2737795054
950	0.2737710415
951	0.2737615876
952	0.2737431844
953	0.273725053
954	0.273715502
955	0.2737053492
956	0.2736972153
957	0.2736886156
958	0.273672969
959	0.2736433065
960	0.2736128675
961	0.27360287
962	0.2735955709
963	0.2735853598
964	0.2735725475
965	0.273523123
966	0.273435805
967	0.2734258464
968	0.2733432068
969	0.2733101083
970	0.2733007709
971	0.2732449402
972	0.2732367481
973	0.2732223633
974	0.2731725699
975	0.2731597188
976	0.2731501872
977	0.2731433928
978	0.2730612774
979	0.2730552013
980	0.273002166
981	0.272989936
982	0.2729475583
983	0.2729381043
984	0.2729270974
985	0.2729192741
986	0.272867093
987	0.272854203
988	0.2728470203
989	0.2727765914
990	0.2727656621
991	0.2726474198
992	0.2725998977
993	0.272590735
994	0.2725314877
995	0.2725255474
996	0.2724356281
997	0.2724237088
998	0.2723922992
999	0.2723828258
