iter	Logloss
408	0.3851661325
409	0.385035062
410	0.3849482912
411	0.3849055034
412	0.3848866234
413	0.3848622938
414	0.3847541466
415	0.3847048546
416	0.3846122826
417	0.384535567
418	0.3844077311
419	0.3843337227
420	0.3842389006
421	0.3841589856
422	0.3840637064
423	0.3839575633
424	0.3839485979
425	0.3839260965
426	0.3838306064
427	0.3837871506
428	0.383707306
429	0.3834771241
430	0.3833840598
431	0.3833172941
432	0.3832755259
433	0.3832012714
434	0.3831439633
435	0.3830693221
436	0.3829082264
437	0.3828404059
438	0.3827462517
439	0.382677271
440	0.3826687627
441	0.3826155329
442	0.3825305199
443	0.3824741259
444	0.382344954
445	0.3822813174
446	0.3821784439
447	0.382127851
448	0.3820171022
449	0.3819046305
450	0.3818189144
451	0.38168141
452	0.3816056437
453	0.3815489684
454	0.3814556229
455	0.3813936387
456	0.3813741961
457	0.3812091275
458	0.3811309353
459	0.3811103325
460	0.3809592218
461	0.3808870065
462	0.380817639
463	0.3807313252
464	0.3806674072
465	0.38056812
466	0.3804980845
467	0.3804368386
468	0.3804210173
469	0.3802976114
470	0.380255562
471	0.3801756119
472	0.3800642301
473	0.3800529795
474	0.38003424
475	0.3799505279
476	0.379865304
477	0.3798210748
478	0.3797229829
479	0.3795956393
480	0.3794069443
481	0.3793209469
482	0.3793033677
483	0.379188224
484	0.3791287712
485	0.378988419
486	0.378980649
487	0.3789679216
488	0.3788900107
489	0.378816389
490	0.3787354193
491	0.3786189044
492	0.3785820936
493	0.3784906467
494	0.3783543377
495	0.3782817708
496	0.3782208061
497	0.3782131768
498	0.3781535482
499	0.3781016192
